date,sender_id,message,channel
2025-05-23 06:10:26+00:00,,"✨Q5 SMART BOX ✨

✍️( ማንኛውንም ቲቪ ስማርት ያደርጋል)

👉 8GB STORAGE 
👉2 GB RAM
👉ANDROID VERSION 12

CPU: ARM Cortex Quad-Core
GPU: Mali-G31
DRAM: 2GB DDR3
FLASH: 8GB eMMC
WIFI: 2.4GHz+5.8GHz
BLUETOOTH: BT 5.2
Built-in Google Assistant
Built-in Netflix
Bluetooth Voice remote control

💰በምርጥ ዋጋ

 ✈️ለመግዛት 0911961727
                   @lucassheerio

🕋አድራሻ መርካቶ ጎንደር በረንዳ ግቢ ውስጥ ቤኪጃ ሶፍትዌር",@marakisat2
2025-05-22 06:18:43+00:00,,".                🥳NEW ITEM 🥳

🔥XCRUISER ANDROID BOX🔥 MAGIC M1

☄️እጅግ በጣም ገራሚ እቃ በሚገርም ዋጋ
የትኛውንም TV ስማርት ያደርጋል!
🔋MYHD LION IPTV የ15 ወር ነፃ የተሞላበት
 🔋HIGH SPEED PROCESSOR 
🔋 REMOTE WORKS WITH BOTH BLUETOOTH AND IR FUNCTION 
🔋 32GB STORAGE 
🔋 4GB RAM
🔋 ALL NECESSARY APPS ARE INSTALLED 

💰ዋጋው 4,500ብር ነው!

👀ውስን ብዛት ስላመጣን ልክ እንደከዚህ ቀደሙ እቃው አልቆ እንዳይጉላሉ ቀድመው ይውሰዱ!

 ✈️ለመግዛት 0911961727
                   @lucassheerio

🕋አድራሻ መርካቶ ጎንደር በረንዳ ግቢ ውስጥ ቤኪጃ ሶፍትዌር",@marakisat2
2025-05-22 06:16:27+00:00,,"MYHD-LION-በማስረጃ

ቢን-Sportን ጨምሮ በጣም ብዙ የSport እና የመዝናኛ ቻናሎችን የያዘ Iptቪ በነፃ በXcruiser magic box ብቻ የሚገኝ

pov; myhd lion code 700 ብር ነው የሚሸጠው",@marakisat2
2025-05-22 06:16:26+00:00,,"💀XCRUISER MAGIC M-1💀

✍️NOVA TV - በማስረጃ
ያለምንም የዲሽ ሰሀን እና ሪሲቨር በኢንተርኔት ብቻ   የተለያዩ ሀገረኛ ቻናሎችን በጥራት ማየት",@marakisat2
2025-05-22 06:16:26+00:00,,"💀XCRUISER MAGIC M-1💀

✍️YOUTUBE - በማስረጃ
የተለያዩ የYOUTUBE ቪዲዎችን በጥራት ማየት",@marakisat2
2025-05-22 06:16:26+00:00,,"💀XCRUISER MAGIC M-1💀

✍️MIRACAST - በማስረጃ
ከስልክ ወደ ቲቪ ድምፅ እና ምስልን በቀላሉ ማስተላለፍ",@marakisat2
2025-05-20 15:01:50+00:00,,"✨ORIGINAL  የ LIFESTAR ባለኮከቡ ሪሞት በብዛት አስገብተናል!

🟰ALL Lifestar receiver 
🟰ALL Lifestar Tv
🟰many receivers

🫰በተጨማሪም አብዛኞቹን ገበያ ላይ የሚገኙ ሪሲቨሮችን ቀጥታ ያዛል!

🤝ለመግዛት 0911961727
               @lucassheerio

አድራሻ  🌙መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ሁለተኛው ቅያስ ቤኪ ጃ ሶፍትዌር",@marakisat2
2025-05-20 06:16:27+00:00,,"NEXT 17/32 MULTISWITCH 

4 የተለያዩ ሳተላይቶችን ለ32 ክፍል የሚበትንልን ለሆቴል፣ ለአፓርታማ ፣ለሆስፒታል ፣ለኮንዶሚኒየም ተፈላጊ እቃ 


በጣም በአሪፍ ዋጋ!",@marakisat2
2025-05-20 06:16:27+00:00,,"✨XCRUISER QUATTRO LNB✨

ለ Multiswitch System ወሳኝ LNB ነው!

💰በ 1900ብር ብቻ

🤝ለመግዛት 0911961727
               @lucassheerio

አድራሻ  🌙መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ሁለተኛው ቅያስ ቤኪ ጃ ሶፍትዌር",@marakisat2
2025-05-19 07:58:46+00:00,,"🟦4G/5G LTE WIRELESS MODEM🟦

🔷ተንቀሳቃሽ Router በድጋሚ አስገብተናል!

🔷- ETHIOTELECOM እና SAFARICOM NETWORK SUPPORT ያረጋል!

💰ለብዛት ነጋዴዎች የትም በሌለ ቅናሽ 

🔷ይህንን ዕቃ መግዛት ወይም ማዘዝ ከፈለጉ 
@lucassheerio
    0911961727

🔷አድራሻ 🕋መርካቶ ጎንደር በረንዳ ግቢ ውስጥ ሁለተኛ ቅያስ ቤኪጃ ሶፍትዌር",@marakisat2
2025-05-19 04:31:43+00:00,,"ጠፍቶ የነበረው LIFESTAR 50"" SMART TV ወደገበያ ተመልሷል በብዛትም በፍሬም መሸጥ ጀምረናል!

-SMART 
- ANDROID 9.0
-STORAGE 8GB
-RAM 1.5GB
-DOUBLE SCREEN 
-2 YEARS WARRANTY 
-FAIR PRICE 

በብዛትም ሆነ በፍሬ ለመግዛት በ 0920553973 ይደውሉ!

አድራሻ መርካቶ ራጉኤል የገበያ ማእከል ሱ.ቁ 33",@marakisat2
2025-05-17 09:00:26+00:00,,ባለ4 HDMI SPLITTER በጥሩ ዋጋ,@marakisat2
2025-05-17 08:59:45+00:00,,"ጨርሰን የነበረውን ባለ2 HDMI SPLITTER በድጋሜ ብዛት አስገብተናል!

ዋጋችን የትም የለም!",@marakisat2
2025-05-17 08:50:46+00:00,,"ዘመን የማይሽራቸውን በፀሀይም ሆነ በዝናብ በጥራት የሚሰሩትን የLIFESTAR HIGH QUALITY LNBዎች በብዛት አስገብተናል!

LNB LIFESTAR 118-D (ባለ1 )
LNB LIFESTAR P-12+ (ባለ 2 )
LNB LIFESTAR P-13+ (ባለ4 )
LNB LIFESTAR P-11+ ( ባለ8 )

ለመግዛት/ለማዘዝ
   0911961727
@Lucassheerio",@marakisat2
2025-05-17 08:06:00+00:00,,"ተወዳጇ F-18 ሪሞት በምርጥ ዋጋ አስገብተናል!

ለመግዛት 0911961727
                  @lucassheerio",@marakisat2
2025-05-17 08:04:56+00:00,,RM-024S  የቲቪ ዩኒቨርሳል በብዛት አስገብተናል!,@marakisat2
2025-05-17 08:03:01+00:00,,1033++ የሪሲቨር ዩኒቨርሳል በብዛት አስገብተናል!,@marakisat2
2025-05-17 07:56:39+00:00,,"✅HIKVISION - WR12C✅

እጅግ በጣም ፈጣን የቤት ውስጥ ባለ4 አንቴና ዋይ-ፋይ ራውተር

✅AC1200 Wireless Router

  ✅Four 5-dBi amplified antennas
  ✅Beamforming optimizes signal
  ✅Dual band – Smart signal switching
  ✅Broadband account synchronization

🤫   1200Mbps😋

ሙሉ መረጃ www.hikvision.com

💰 6,700 ብር

ይህንን ዕቃ ለመግዛት 0911961727 ይደውሉ!
@lucassheerio
አድራሻ 🕋መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ቤኪ ጃ ሶፍትዌር",@marakisat2
2025-05-08 12:19:24+00:00,,"ብዛት ያላቸውን የኤሌክትሮኒክስ እቃዎች ወደተለያዩ የሀገሪቷ ክፍሎች እየላክን እንገኛለን።

እርስዎም የሚፈልጉትን የኤሌክትሮኒክስ እቃዎች ባሉበት ሆነው ይዘዙን በአንድ ቀን እናደርስሎታለን።

ለማዘዝ @lucassheerio
                  0911961727

🤙ዋጋችን ተመራጭ ያደርገናል!",@marakisat2
2025-05-06 07:55:16+00:00,,"🇹🇷 NEXT MULTISWITCH 🇹🇷

✅4 የተለያዩ ሳተላይቶችን ለ32 ክፍሎች የሚያደርስልን ወሳኝ  እቃ!

✅ለሆቴሎች፣ ለአፓርትመንቶች፣ለኮንዶሚኒየሞች፣ለህንፃዎች፣ ለጋራ መኖሪያ ኮምፓውንዶች የሚሆን 

✅ይህንን ዕቃ መግዛት ወይም ማዘዝ ከፈለጉ 
  
🧑‍💻 @lucassheerio
 ☎️  0911961727

🇪🇹አድራሻ 🕋መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ሁለተኛ ቅያስ ቤኪጃ ሶፍትዌር",@marakisat2
2025-05-02 11:07:47+00:00,,ቀጣይ ሳምንት የሚገባ አዲስ MAGIC M1 XCRUISER TV SMART ማድረጊያ ብዙ ሰዎች እየጠየቃችሁን ስለሆነ ሳምንት በትዕግስት ጠብቁን!,@marakisat2
2025-04-26 08:08:44+00:00,,"XCRUISER V8 BOX ሸጠን ጨርሰናል!

ብዙ ሰዎች እየደላችሁ እየጠየቃችሁን ነው! እኛ ሸጠን ጨርሰናል።

ከኛ ብዛት የወሰዱ Reselleroch ጋር መግዛት ትችላላችሁ!",@marakisat2
2025-04-24 13:40:14+00:00,,"ተወዳጁን XCRUISER V8 BOX ሸጠን ጨርሰናል! 

ክፍለሀገር ያላችሁ ደንበኞቻችን እሱን ብላችሁ ብር አታስገቡ!",@marakisat2
2025-04-22 11:31:00+00:00,,"ረጅም ጊዜ ጠፍቶ የነበረው ባለብረት በተኑ የLifestar Remote በብዛት አስገብተናል።

ለሁሉም Lifestar/goldstar/superstar ሞዴሎች ቀጥታ ያዛል


ለመግዛት
@lucassheerio
  0911961727",@marakisat2
2025-04-20 02:45:39+00:00,,"ለመላው የክርስትና እምነት ተከታዮች በሙሉ እንኳን ለብርሃነ ትንሣኤው አደረሳችሁ ::

መልካም በዓል እመኝላችኃለው 🙏",@marakisat2
2025-04-17 11:50:37+00:00,,"⚡️X400 TV STAND⚡️

⚡️- ከቡኒው መስቀያ ተሻሽሎ የተሰራ

⚡️- ከፍ ዝቅ ይላል ፣ Tvውን ከግድግዳው ወደ ውጪ ወጣ ገባ እንዲል ያረጋል ፣ ወደ ግራ ወደ ቀኝ 180 Degree እንዲዘዋወር ያረጋል።

⚡️- ከ 32 Inch እስከ 50 Inch ድረስ ዘና አርጎ የሚሰቅል።
- ለየትኛውም ዓይነት Brand TV መሆን ይችላል።

በምርጥ ዋጋ ከኛ ያገኛሉ።
  0911961727
@lucassheerio",@marakisat2
2025-04-15 09:49:33+00:00,,"🇹🇷NEXT YE17/32🇹🇷

✅ጠፍቶ የነበረውን 4 ሳተላይቶችን ለ32 ክፍል ማሰራጨት የሚችለውን 17/32 Next Multiswitch በሚገርም ቅናሽ አስገብተናል!

✅ለመግዛት 0911961727
                     @lucassheerio",@marakisat2
2025-04-15 09:49:33+00:00,,"🇹🇷 NEXT MULTISWITCH 🇹🇷

በቅርቡ አዲስ አበባ ውስጥ ግዴታ ይደረጋል የተባለው የመልቲስዊች ቴክ ስራ ነው!

✅በ1 ዲሽ እስከ 500 ክፍሎች ድረስ ማሰራጨት ይችላሉ። 

✅ይህንን ዕቃ መግዛት ወይም ማዘዝ ከፈለጉ 
  
🧑‍💻 @lucassheerio
 ☎️  0911961727

🇪🇹አድራሻ 🕋መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ሁለተኛ ቅያስ ቤኪጃ ሶፍትዌር",@marakisat2
2025-04-13 14:26:47+00:00,,አዲስ አበባ የምትገኙ MULTISWITCH SYSTEM ሙሉ ዝርጋታ የምትሰሩ ፕሮፌሽናል ቴክኒሻኖች ካላችሁ እና ከእኛ ጋር መስራት የምትፈልጉ @lucassheerio ላይ DM አድርጉልን።,@marakisat2
2025-04-13 04:15:28+00:00,,"ለክርስትና እምነት ተከታዮች በሙሉ እንኳን ለሆሳእና በአል በሰላም አደረሳችሁ!

🌿🌿ሆሳእና በአርያም🌿🌿",@marakisat2
2025-04-13 04:12:47+00:00,,"🇹🇷 NEXT MULTISWITCH 🇹🇷

✅4 የተለያዩ ሳተላይቶችን ለ32 ክፍሎች የሚያደርስልን ወሳኝ  እቃ!

✅ለሆቴሎች፣ ለአፓርትመንቶች፣ለኮንዶሚኒየሞች፣ለህንፃዎች፣ ለጋራ መኖሪያ ኮምፓውንዶች የሚሆን 

✅ይህንን ዕቃ መግዛት ወይም ማዘዝ ከፈለጉ 
  
🧑‍💻 @lucassheerio
 ☎️  0911961727

🇪🇹አድራሻ 🕋መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ሁለተኛ ቅያስ ቤኪጃ ሶፍትዌር",@marakisat2
2025-04-13 04:12:47+00:00,,"✅ለሆቴሎች፣ ለአፓርትመንቶች፣ለኮንዶሚኒየሞች፣ለህንፃዎች፣ ለጋራ መኖሪያ ኮምፓውንዶች የሚሆኑ የተለያዩ አይነት ስራን የሚያቀሉ ለMultiswitch ስራ ወሳኝ የሆኑ እቃዎችን በብዛት አስገብተናል!

✅እነዚህን ዕቃዎች መግዛት ወይም ማዘዝ ከፈለጉ 
  
🧑‍💻 @lucassheerio
 ☎️  0911961727

🇪🇹አድራሻ 🕋መርካቶ አንዋር መስጂድ ጎንደር በረንዳ ግቢ ውስጥ ሁለተኛ ቅያስ ቤኪጃ ሶፍትዌር",@marakisat2
2025-04-12 13:00:44+00:00,,"✍️LATE INFO 

✅Goldstar 7200/7500  - 50birr
✅Lifestar 9200/9300 - 50birr
✅Superstar 96/97 -150birr

ጨምረዋል!",@marakisat2
2025-04-12 07:48:20+00:00,,"MI 2K C300 Security Camera

በሚገርም ቅናሽ ለብዛት ገዢዎች!

0911961727
@lucassheerio",@marakisat2
2025-04-12 06:47:43+00:00,,"✅ብዛት ያላቸውን የኤሌክትሮኒክስ እቃዎች ወደተለያዩ የሀገሪቷ ክፍሎች በሚገርም ቅናሽ እየላክን እንገኛለን።

✅እርስዎም የሚፈልጉት የኤሌክትሮኒክስ እቃ ሲኖር ይዘዙን በአንድ ቀን ውስጥ ያሉበት እናደርሳለን!

☎️ለማዘዝ 0911961727 
                   @lucassheerio",@marakisat2
2025-04-07 14:46:02+00:00,,"🟦4G/5G LTE WIRELESS MODEM🟦

🔷ተንቀሳቃሽ Router በድጋሚ አስገብተናል!

🔷- ETHIOTELECOM እና SAFARICOM NETWORK SUPPORT ያረጋል!

🔷ይህንን ዕቃ መግዛት ወይም ማዘዝ ከፈለጉ 
@lucassheerio
    0911961727

🔷አድራሻ 🕋መርካቶ ጎንደር በረንዳ ግቢ ውስጥ ሁለተኛ ቅያስ ቤኪጃ ሶፍትዌር",@marakisat2
2025-04-07 14:46:02+00:00,,"✅HAKI HK2020
✅HAKI HK3030

ቆንጆ Size እና አሪፍ እቃነት ያለው በጣም ቅናሽ የሆነ ሪሲቨር በብዛት አስገብተናል!

😎በብዛት ብቻ ለነጋዴ በጣም ቆንጆ ዋጋ!

ለመግዛት @Lucassheerio
                     0911961727",@marakisat2
2025-04-07 11:52:35+00:00,,"MI 2K SECURITY CAMERA

በጥሩ ዋጋ !",@marakisat2
2025-04-07 11:52:20+00:00,,"EZVIZ TY2 CAMERA - FULL HD CAMERA

•በቅድሚያ እራሱ Cameraw ላይ እስከ 256GB Memmory በማድረግ እላዩ ላይ Record አድርጎ Save ያረጋል ሲሞላም እየሰረዘ አዳዲሱን ቀን Save ያረጋል። እስከ 30 ቀን ያስጠቅማል።
•Mi Home የተሰኘውን Application በመጠቀም ዓለማችን ላይ ከየትኛውም ስፍራ በመሆን Videoውን ማየት ፣ Cameraውን 360 Degree ማዟዟር ፣ ድምፅ መስማት እንዲሁም Cameraው አጠገብ ያሉ ሰዎችን ማነጋገር ይችላሉ።
•በ AI የታገዘ SOFTWARE ስላለው የፈለጉትን ሰዓት መርጠው በዛ ሰዓት ላይ የሰው እና የንብረት እንቅስቃሴ ሲኖር መልክት እንዲደርስዎ ማድረግ ይችላሉ።
- በቀን እና በሰዓት ከፋፍሎ Memmory ላይ ስለሚያስቀምጥ የፈለግነውን መርጠን ማየት እንችላለን።
- Memmory ላይ ያለውን በስልካችን ማየት እና Download ማድረግ እንችላለን።

ይህንን ዕቃ መግዛት ወይም ማዘዝ ከፈለጉ 
@lucassheerio
    0911961727",@marakisat2
